City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,talnakh,69.4865,88.3972,-1.5499999999999545,90,92,3.69,RU,1684642865
1,verkhov'ye,52.8119,37.2425,9.660000000000025,80,9,3.72,RU,1684642865
2,biltine,14.5333,20.9167,29.900000000000034,27,27,1.06,TD,1684642866
3,afaahiti,-17.75,-149.2833,27.810000000000002,78,92,2.88,PF,1684642866
4,lebu,-37.6167,-73.65,11.080000000000041,93,100,12.22,CL,1684642641
5,atafu village,-8.5421,-172.5159,29.189999999999998,74,99,6.68,TK,1684642867
6,edinburgh of the seven seas,-37.0676,-12.3116,17.400000000000034,94,65,5.93,SH,1684642867
7,krasnyy chikoy,50.3643,108.7512,13.090000000000032,54,58,2.12,RU,1684642868
8,east london,-33.0153,27.9116,10.520000000000039,71,0,2.57,ZA,1684642868
9,freetown,8.484,-13.2299,26.28000000000003,84,100,1.09,SL,1684642869
10,revelstoke,50.9832,-118.2023,17.010000000000048,77,0,2.06,CA,1684642869
11,la ronge,55.1001,-105.2842,9.140000000000043,57,40,2.06,CA,1684642870
12,pyinmana,19.7333,96.2167,34.950000000000045,45,0,2.52,MM,1684642870
13,anadyr,64.75,177.4833,8.28000000000003,66,0,2.0,RU,1684642871
14,puerto natales,-51.7236,-72.4875,3.2600000000000477,94,87,2.43,CL,1684642587
15,grytviken,-54.2811,-36.5092,1.3000000000000114,87,85,8.31,GS,1684642871
16,queenstown,-31.8976,26.8753,7.720000000000027,38,86,3.7,ZA,1684642872
17,phrae,18.0833,100.0,35.05000000000001,46,20,1.03,TH,1684642872
18,blackmans bay,-43.0167,147.3167,11.07000000000005,65,38,7.02,AU,1684642873
19,colonia,50.9333,6.95,13.300000000000011,82,0,1.03,DE,1684642873
20,dakhla,23.6848,-15.958,17.75,84,43,6.77,EH,1684642874
21,mariehamn,60.0973,19.9348,7.680000000000007,100,0,0.51,AX,1684642874
22,west island,-12.1568,96.8225,28.99000000000001,70,40,3.6,CC,1684642875
23,waitangi,-43.9535,-176.5597,15.460000000000036,94,75,0.45,NZ,1684642875
24,callao,-12.0667,-77.15,22.160000000000025,73,100,5.14,PE,1684642875
25,mogadishu,2.0371,45.3438,27.200000000000045,79,93,5.03,SO,1684642753
26,puerto san jose,13.9256,-90.8244,28.700000000000045,78,68,1.06,GT,1684642876
27,santiago de cao,-7.9589,-79.2392,22.07000000000005,83,94,2.57,PE,1684642877
28,olonkinbyen,70.9221,-8.7187,2.0600000000000023,83,96,8.58,SJ,1684642877
29,chichli,22.8333,78.8167,37.79000000000002,19,0,2.78,IN,1684642878
30,taoudenni,22.6783,-3.9836,27.49000000000001,11,4,4.06,ML,1684642878
31,labrador city,52.9463,-66.9114,9.950000000000045,62,75,5.14,CA,1684642879
32,tura,25.5198,90.2201,30.379999999999995,51,1,2.64,IN,1684642879
33,tazovsky,67.4667,78.7,0.6400000000000432,85,100,4.02,RU,1684642880
34,boyolangu,-8.1181,111.8935,28.620000000000005,61,70,2.67,ID,1684642880
35,punta arenas,-53.15,-70.9167,3.9500000000000455,87,0,2.06,CL,1684642881
36,port-aux-francais,-49.35,70.2167,4.510000000000048,67,90,9.1,TF,1684642881
37,tarija,-21.5355,-64.7296,15.430000000000007,89,98,1.56,BO,1684642882
38,kupang,-10.1667,123.5833,30.32000000000005,58,40,9.77,ID,1684642882
39,palmer,42.1584,-72.3287,18.470000000000027,85,100,3.09,US,1684642883
40,carnarvon,-24.8667,113.6333,24.210000000000036,29,4,6.87,AU,1684642883
41,bethel,41.3712,-73.414,18.28000000000003,91,100,3.09,US,1684642883
42,isabela,6.7085,121.9711,30.03000000000003,68,79,1.65,PH,1684642884
